,MEASUREMENT_TIME,ID_INPUT,VALUE,PRIVATE_DATA
420,2023-01-19 20:21:53.992,0,460810,0
421,2023-01-19 20:21:53.992,1,2916,0
422,2023-01-19 20:21:53.992,2,6716,0
423,2023-01-19 20:21:53.992,6,203,0
424,2023-01-19 20:21:53.992,7,1196,0
425,2023-01-19 20:21:53.992,8,94,0
426,2023-01-19 20:21:53.992,9,613,0
427,2023-01-19 20:21:53.992,10,0,0
428,2023-01-19 20:21:53.992,11,0,0
429,2023-01-19 20:21:53.992,4,Unable To Open Process,0
430,2023-01-19 20:21:53.992,5,ConsoleWindowClass,0
431,2023-01-19 20:21:53.992,3,Administrator: Command Prompt,0
432,2023-01-19 20:21:57.019,11,0,0
433,2023-01-19 20:21:57.019,10,0,0
434,2023-01-19 20:21:57.019,9,1040,0
435,2023-01-19 20:21:57.019,8,-8,0
436,2023-01-19 20:21:57.019,7,1928,0
437,2023-01-19 20:21:57.019,6,-8,0
438,2023-01-19 20:21:57.019,1,13244,0
439,2023-01-19 20:21:57.019,0,67100,0
440,2023-01-19 20:21:57.019,2,11684,0
441,2023-01-19 20:21:57.019,3,windows - Python command not working in command prompt - Stack Overflow - Google Chrome,0
442,2023-01-19 20:21:57.019,5,Chrome_WidgetWin_1,0
443,2023-01-19 20:21:57.019,4,chrome.exe,0
444,2023-01-19 20:21:59.033,10,0,0
445,2023-01-19 20:21:59.033,9,613,0
446,2023-01-19 20:21:59.033,8,94,0
447,2023-01-19 20:21:59.033,5,ConsoleWindowClass,0
448,2023-01-19 20:21:59.033,4,Unable To Open Process,0
449,2023-01-19 20:21:59.033,3,Administrator: Command Prompt,0
450,2023-01-19 20:21:59.033,11,0,0
451,2023-01-19 20:21:59.033,7,1196,0
452,2023-01-19 20:21:59.033,0,460810,0
453,2023-01-19 20:21:59.033,1,2916,0
454,2023-01-19 20:21:59.033,2,6716,0
455,2023-01-19 20:21:59.033,6,203,0
456,2023-01-19 20:22:05.089,9,1040,0
457,2023-01-19 20:22:05.089,6,-8,0
458,2023-01-19 20:22:05.089,7,1928,0
459,2023-01-19 20:22:05.089,10,0,0
460,2023-01-19 20:22:05.089,8,-8,0
461,2023-01-19 20:22:05.089,2,11684,0
462,2023-01-19 20:22:05.089,11,0,0
463,2023-01-19 20:22:05.089,0,67100,0
464,2023-01-19 20:22:05.089,3,windows - Python command not working in command prompt - Stack Overflow - Google Chrome,0
465,2023-01-19 20:22:05.089,4,chrome.exe,0
466,2023-01-19 20:22:05.089,5,Chrome_WidgetWin_1,0
467,2023-01-19 20:22:05.089,1,13244,0
468,2023-01-19 20:22:16.175,1,2916,0
469,2023-01-19 20:22:16.175,2,6716,0
470,2023-01-19 20:22:16.175,6,203,0
471,2023-01-19 20:22:16.175,7,1196,0
472,2023-01-19 20:22:16.175,8,94,0
473,2023-01-19 20:22:16.175,10,0,0
474,2023-01-19 20:22:16.175,11,0,0
475,2023-01-19 20:22:16.175,4,Unable To Open Process,0
476,2023-01-19 20:22:16.175,3,Administrator: Command Prompt,0
477,2023-01-19 20:22:16.175,0,460810,0
478,2023-01-19 20:22:16.175,9,613,0
479,2023-01-19 20:22:16.175,5,ConsoleWindowClass,0
480,2023-01-19 20:23:34.745,8,282,0
481,2023-01-19 20:23:34.745,1,6732,0
482,2023-01-19 20:23:34.745,5,Windows.UI.Core.CoreWindow,0
483,2023-01-19 20:23:34.745,0,65956,0
484,2023-01-19 20:23:34.745,4,SearchHost.exe,0
485,2023-01-19 20:23:34.745,11,1,0
486,2023-01-19 20:23:34.745,3,Search,0
487,2023-01-19 20:23:34.745,9,1032,0
488,2023-01-19 20:23:34.745,2,7988,0
489,2023-01-19 20:23:34.745,6,560,0
490,2023-01-19 20:23:34.745,10,0,0
491,2023-01-19 20:23:34.745,7,1360,0
492,2023-01-19 20:23:45.829,3,System Properties,0
493,2023-01-19 20:23:45.829,5,#32770,0
494,2023-01-19 20:23:45.829,11,0,0
495,2023-01-19 20:23:45.829,4,Unable To Open Process,0
496,2023-01-19 20:23:45.829,9,553,0
497,2023-01-19 20:23:45.829,0,853760,0
498,2023-01-19 20:23:45.829,1,988,0
499,2023-01-19 20:23:45.829,2,7744,0
500,2023-01-19 20:23:45.829,6,78,0
501,2023-01-19 20:23:45.829,7,504,0
502,2023-01-19 20:23:45.829,8,78,0
503,2023-01-19 20:23:45.829,10,0,0
504,2023-01-19 20:24:28.138,3,windows - Python command not working in command prompt - Stack Overflow - Google Chrome,0
505,2023-01-19 20:24:28.138,4,chrome.exe,0
506,2023-01-19 20:24:28.138,5,Chrome_WidgetWin_1,0
507,2023-01-19 20:24:28.138,8,-8,0
508,2023-01-19 20:24:28.138,11,0,0
509,2023-01-19 20:24:28.138,10,0,0
510,2023-01-19 20:24:28.138,9,1040,0
511,2023-01-19 20:24:28.138,7,1928,0
512,2023-01-19 20:24:28.138,6,-8,0
513,2023-01-19 20:24:28.138,2,11684,0
514,2023-01-19 20:24:28.138,1,13244,0
515,2023-01-19 20:24:28.138,0,67100,0
516,2023-01-19 20:24:31.176,3,Edit environment variable,0
517,2023-01-19 20:24:31.176,5,#32770,0
518,2023-01-19 20:24:31.176,4,Unable To Open Process,0
519,2023-01-19 20:24:31.176,2,7744,0
520,2023-01-19 20:24:31.176,10,0,0
521,2023-01-19 20:24:31.176,9,825,0
522,2023-01-19 20:24:31.176,8,317,0
523,2023-01-19 20:24:31.176,7,1683,0
524,2023-01-19 20:24:31.176,6,1142,0
525,2023-01-19 20:24:31.176,1,988,0
526,2023-01-19 20:24:31.176,0,7473294,0
